first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Age
Colene,Fishleigh,Female,24,14/03/1985,Design Engineer,Financial Services,Mass Customer,N,No,3,44 Darwin Lane,3149,VIC,Australia,10,32
Orly,Nesbitt,Female,6,25/03/1985,Analyst Programmer,Manufacturing,High Net Worth,N,Yes,14,7 Beilfuss Road,3163,VIC,Australia,6,32
Cecelia,Cisar,Female,20,26/03/1985,,Property,Mass Customer,N,Yes,15,665 Sachs Way,4212,QLD,Australia,7,32
Nowell,Preddy,Male,29,23/07/1985,,Manufacturing,Mass Customer,N,No,9,932 Glendale Avenue,2173,NSW,Australia,9,32
Barthel,Docket,Male,72,02/08/1985,Accounting Assistant IV,IT,Mass Customer,N,Yes,17,80 Scofield Junction,4151,QLD,Australia,5,32
Eustacia,Dornan,Female,68,02/09/1985,Account Representative IV,Property,Mass Customer,N,No,5,1190 Hanson Street,3806,VIC,Australia,9,32
Davie,Blay,Male,94,19/12/1985,Financial Analyst,Financial Services,Mass Customer,N,No,8,7021 5th Alley,2770,NSW,Australia,7,32
Hilario,McCulloch,Male,61,10/01/1986,Physical Therapy Assistant,Retail,Mass Customer,N,No,8,799 Luster Road,3051,VIC,Australia,8,31
Irving,Babcock,Male,60,17/01/1986,Dental Hygienist,Health,High Net Worth,N,Yes,15,36 Killdeer Crossing,2705,NSW,Australia,1,31
Abner,Fraschetti,Male,33,23/01/1986,Staff Scientist,Argiculture,Affluent Customer,N,No,13,67 Northport Avenue,3805,VIC,Australia,7,31
Daryle,Marginson,Male,93,27/06/1986,Environmental Tech,Argiculture,Mass Customer,N,Yes,9,21316 Ohio Place,2121,NSW,Australia,12,31
Nichole,Leisman,Male,37,07/08/1986,Geologist III,Property,Affluent Customer,N,No,4,35151 Bunker Hill Crossing,2068,NSW,Australia,12,31
Nicolas,O'Donnell,Male,40,25/09/1986,Internal Auditor,n/a,Mass Customer,N,Yes,14,3319 Anthes Crossing,3177,VIC,Australia,7,31
Kinna,Kollasch,Female,7,09/11/1986,Safety Technician I,Property,High Net Worth,N,No,9,232 Knutson Park,4060,QLD,Australia,10,31
Harriet,Brattan,Female,81,03/12/1986,Human Resources Assistant I,Financial Services,High Net Worth,N,No,2,66 Ruskin Parkway,3579,VIC,Australia,1,31
Sybilla,MacCart,Female,88,15/01/1987,Paralegal,Financial Services,Mass Customer,N,Yes,7,74 Welch Pass,2620,NSW,Australia,7,30
Benedikt,Adamou,Male,15,15/01/1987,Recruiting Manager,Health,Mass Customer,N,No,11,4 Bluestem Pass,3564,VIC,Australia,3,30
Theresina,,Female,30,01/03/1987,General Manager,Argiculture,Mass Customer,N,Yes,14,253 Katie Junction,2650,NSW,Australia,2,30
Dena,Pabst,Female,39,20/04/1987,Account Executive,Manufacturing,High Net Worth,N,Yes,17,02023 Loeprich Drive,3037,VIC,Australia,7,30
Osbourn,Gherardini,Male,43,01/05/1987,,n/a,High Net Worth,N,Yes,16,5 Dryden Road,2782,NSW,Australia,7,30
Stephi,Highton,Female,30,09/09/1987,Software Engineer I,Telecommunications,Mass Customer,N,Yes,12,293 Mendota Park,2154,NSW,Australia,10,30
Lauralee,Fudge,Female,83,21/09/1987,Research Nurse,Health,Mass Customer,N,No,15,9460 Monument Park,3277,VIC,Australia,4,30
Roddy,Rubinshtein,Male,37,08/10/1987,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,3 Mcguire Crossing,4510,QLD,Australia,7,30
Petr,Westman,Male,5,02/11/1987,Nurse Practicioner,Property,Mass Customer,N,No,7,98454 Dapin Park,4556,QLD,Australia,7,30
Ilise,Clissold,Female,58,16/11/1987,Developer IV,Entertainment,High Net Worth,N,No,9,659 Comanche Plaza,2153,NSW,Australia,10,30
Gordon,Rewan,Male,42,07/01/1988,Chief Design Engineer,n/a,Mass Customer,N,No,5,91 Calypso Trail,2750,NSW,Australia,8,29
Zollie,Crinidge,Male,39,10/01/1988,Systems Administrator I,Retail,Mass Customer,N,Yes,10,0 Esker Avenue,4019,QLD,Australia,5,29
Biddie,Gorce,Female,68,30/01/1988,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,5,2116 Continental Terrace,2795,NSW,Australia,7,29
Sonni,Milligan,Female,73,05/03/1988,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,04769 Dahle Plaza,3170,VIC,Australia,9,29
Chryste,Oddboy,Female,44,22/08/1988,Software Engineer III,Manufacturing,High Net Worth,N,Yes,4,2115 Maryland Alley,2320,NSW,Australia,9,29
Keelby,Sudlow,Male,96,01/09/1988,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,8042 Cherokee Court,3163,VIC,Australia,8,29
Vivienne,Crayden,Female,82,18/09/1988,Associate Professor,n/a,High Net Worth,N,Yes,6,69 Algoma Center,4173,QLD,Australia,7,29
Emelia,Ackwood,Female,72,30/09/1988,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,10,1 South Street,4183,QLD,Australia,9,29
Keely,Bointon,Female,71,16/10/1988,Nurse,Telecommunications,High Net Worth,N,No,3,55 Dorton Point,4154,QLD,Australia,9,29
Callean,Wass,Male,65,15/12/1988,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,0593 Stoughton Center,3073,VIC,Australia,8,29
Juliana,Mitchenson,Female,55,05/01/1989,Environmental Tech,Manufacturing,Mass Customer,N,Yes,8,74 Russell Terrace,4350,QLD,Australia,4,28
Freddi,Litherborough,Female,46,14/01/1989,Product Engineer,Financial Services,Mass Customer,N,No,7,7873 Meadow Vale Plaza,2460,NSW,Australia,3,28
Sula,Thomann,Female,56,17/03/1989,Assistant Manager,n/a,Mass Customer,N,No,6,7 Dayton Circle,2160,NSW,Australia,9,28
Mel,Rochford,Female,11,23/07/1989,Assistant Professor,Retail,Mass Customer,N,Yes,4,56334 Vera Crossing,3013,VIC,Australia,9,28
Feodor,Vickers,Male,60,18/11/1989,VP Quality Control,Financial Services,Mass Customer,N,Yes,4,40809 Truax Way,2209,NSW,Australia,6,28
Seamus,Cains,Male,61,15/12/1989,Teacher,Manufacturing,High Net Worth,N,No,7,4882 Dakota Center,2305,NSW,Australia,8,28
Collete,Dory,Female,66,09/01/1990,Information Systems Manager,n/a,High Net Worth,N,No,2,8625 Dakota Plaza,2210,NSW,Australia,9,27
Hamel,Curzey,Male,11,04/04/1990,Structural Engineer,n/a,Mass Customer,N,Yes,9,6936 Homewood Avenue,4000,QLD,Australia,7,27
Simonette,,Female,4,06/04/1990,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,66 Hoffman Court,2232,NSW,Australia,8,27
Olag,,Male,60,13/05/1990,Human Resources Manager,Telecommunications,Mass Customer,N,No,9,0484 North Avenue,2032,NSW,Australia,11,27
Hanson,Eastes,Male,74,20/05/1990,,Manufacturing,Mass Customer,N,Yes,5,5735 Starling Plaza,3056,VIC,Australia,9,27
Malorie,Votier,Female,90,29/05/1990,Graphic Designer,Manufacturing,Affluent Customer,N,No,4,6160 Weeping Birch Hill,4509,QLD,Australia,5,27
Datha,Fishburn,Female,15,02/07/1990,Office Assistant IV,Retail,Mass Customer,N,No,3,6 Caliangt Way,3079,VIC,Australia,12,27
Debbie,Tillman,Female,3,06/07/1990,Account Coordinator,Manufacturing,High Net Worth,N,Yes,13,527 Jay Trail,4551,QLD,Australia,8,27
Bambi,Cogger,Female,51,12/07/1990,Design Engineer,Retail,Affluent Customer,N,Yes,5,28970 Monument Lane,2560,NSW,Australia,7,27
Pace,Clemonts,Male,99,28/07/1990,Media Manager IV,Retail,High Net Worth,N,No,10,335 Cambridge Hill,3122,VIC,Australia,7,27
Quentin,Gerleit,Female,32,15/09/1990,Associate Professor,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,VIC,Australia,8,27
Ceciley,Harg,Female,50,19/10/1990,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,409 Starling Lane,4172,QLD,Australia,7,27
Morton,Petkens,Male,50,13/11/1990,Account Coordinator,Manufacturing,High Net Worth,N,Yes,10,385 Montana Place,3012,VIC,Australia,1,27
Rubia,Evetts,Female,59,21/12/1990,Pharmacist,Health,Mass Customer,N,No,16,64213 Miller Point,2071,NSW,Australia,9,27
Hanny,Treven,Female,84,22/01/1991,Associate Professor,Retail,Mass Customer,N,No,3,5 Quincy Street,4118,QLD,Australia,4,26
Worthington,Cohane,Male,60,23/01/1991,Chief Design Engineer,Entertainment,High Net Worth,N,No,2,846 Daystar Lane,2000,NSW,Australia,12,26
Dmitri,,Male,72,06/02/1991,,Financial Services,High Net Worth,N,Yes,15,4 Mallory Pass,3690,VIC,Australia,4,26
Natividad,Balducci,Female,39,07/02/1991,,Property,High Net Worth,N,Yes,10,4472 Washington Junction,3206,VIC,Australia,11,26
Ange,Chitham,Female,91,14/02/1991,,Argiculture,Mass Customer,N,No,10,00003 Hoffman Pass,2560,NSW,Australia,8,26
Yardley,Matten,Male,35,06/03/1991,Junior Executive,Financial Services,Mass Customer,N,No,15,74 Everett Court,4408,QLD,Australia,2,26
Beverlee,Querree,Female,42,21/04/1991,Marketing Manager,Financial Services,High Net Worth,N,Yes,12,891 Ohio Terrace,2075,NSW,Australia,12,26
Dolorita,Strutton,Female,7,21/05/1991,General Manager,Manufacturing,Affluent Customer,N,No,17,07 Acker Pass,3178,VIC,Australia,8,26
Gardiner,Gypps,Male,91,01/06/1991,VP Product Management,Retail,Mass Customer,N,Yes,13,1 Elgar Alley,2166,NSW,Australia,9,26
Shannen,Lewin,Female,21,07/06/1991,Analog Circuit Design manager,Argiculture,High Net Worth,N,No,6,29 Aberg Crossing,4210,QLD,Australia,6,26
Oswald,MacCarlich,Male,81,24/11/1991,Assistant Media Planner,Entertainment,Mass Customer,N,No,14,16 Mosinee Place,4717,QLD,Australia,1,26
Donaugh,Benedict,Male,3,01/12/1991,Systems Administrator III,Property,Mass Customer,N,No,12,30049 Brown Road,2233,NSW,Australia,9,26
Katie,Warhurst,Female,0,02/12/1991,Help Desk Operator,Retail,High Net Worth,N,Yes,14,96 Rutledge Drive,3064,VIC,Australia,5,26
Sherill,,Female,33,18/12/1991,Information Systems Manager,Financial Services,Mass Customer,N,No,3,53 Moulton Avenue,2880,NSW,Australia,1,26
Stephen,Tittershill,Male,73,21/12/1991,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,8 Scott Drive,3150,VIC,Australia,11,26
Julietta,Setchfield,Female,73,31/01/1992,Operator,n/a,High Net Worth,N,Yes,3,4 Manufacturers Crossing,4170,QLD,Australia,8,25
Toma,Woolforde,Female,67,09/03/1992,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,76 Melody Avenue,2092,NSW,Australia,12,25
Edin,Patinkin,Female,35,26/03/1992,Account Executive,Health,Mass Customer,N,No,17,6 Milwaukee Hill,3015,VIC,Australia,4,25
Elbertina,Fendley,Female,32,27/03/1992,Physical Therapy Assistant,Property,Affluent Customer,N,No,8,743 Debra Court,2117,NSW,Australia,11,25
Mandi,Adamsson,Female,40,07/04/1992,Programmer Analyst I,Manufacturing,Mass Customer,N,Yes,5,25 Westerfield Road,4165,QLD,Australia,5,25
Tyne,Anshell,Female,71,08/04/1992,Mechanical Systems Engineer,n/a,Mass Customer,N,Yes,3,93 Sutherland Terrace,2560,NSW,Australia,8,25
Ludovico,Juster,Male,93,19/04/1992,Environmental Specialist,n/a,Affluent Customer,N,No,15,1 Talisman Avenue,2125,NSW,Australia,10,25
Debby,Balmadier,Female,53,24/06/1992,Administrative Assistant II,Financial Services,Affluent Customer,N,Yes,5,738 Spaight Drive,3216,VIC,Australia,8,25
Tanya,Kiefer,Female,54,05/07/1992,Speech Pathologist,Telecommunications,High Net Worth,N,No,7,4 Warner Park,2146,NSW,Australia,9,25
Maury,Galego,Male,65,27/07/1992,Social Worker,Health,High Net Worth,N,Yes,3,370 Division Junction,3032,VIC,Australia,10,25
Sim,Constantinou,Male,91,09/08/1992,Analog Circuit Design manager,Property,Mass Customer,N,No,5,41002 Loomis Park,2010,NSW,Australia,9,25
Sonny,McCart,Male,35,27/08/1992,Account Representative I,Manufacturing,High Net Worth,N,No,9,52752 Barby Hill,3020,VIC,Australia,9,25
Renie,Fiveash,Female,92,10/10/1992,Occupational Therapist,Health,High Net Worth,N,No,16,2 Anniversary Trail,4508,QLD,Australia,4,25
Calhoun,Mussington,Male,98,13/10/1992,Dental Hygienist,Health,Mass Customer,N,No,12,176 Fallview Plaza,2019,NSW,Australia,9,25
Fayre,Brannigan,Female,32,13/10/1992,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,31351 Sunbrook Place,2234,NSW,Australia,10,25
Bogey,Attew,Male,88,18/11/1992,Software Engineer II,IT,Mass Customer,N,Yes,10,4 Monterey Road,4165,QLD,Australia,9,25
Giffie,Offill,Male,51,02/03/1993,Structural Engineer,Telecommunications,Affluent Customer,N,No,5,89 Riverside Court,4740,QLD,Australia,3,24
Elvin,Trayhorn,Male,46,02/06/1993,VP Accounting,Financial Services,High Net Worth,N,No,10,79 Sheridan Point,2231,NSW,Australia,10,24
Lynnett,Tipper,Female,22,03/08/1993,Social Worker,Health,High Net Worth,N,Yes,2,9 Ridgeview Avenue,3109,VIC,Australia,10,24
Daisy,Pollen,Female,97,09/08/1993,Cost Accountant,Financial Services,Mass Customer,N,No,7,61825 Debs Terrace,3167,VIC,Australia,9,24
Diane,Furman,Female,67,11/08/1993,,Manufacturing,Affluent Customer,N,Yes,13,6660 Riverside Circle,3013,VIC,Australia,9,24
Marcelia,Monkleigh,Female,61,22/08/1993,Associate Professor,Manufacturing,Mass Customer,N,Yes,4,610 Swallow Street,4051,QLD,Australia,6,24
Antonin,Britt,Male,64,28/08/1993,,Manufacturing,Affluent Customer,N,Yes,8,011 Northland Trail,2160,NSW,Australia,9,24
Wheeler,Godsil,Male,51,20/09/1993,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,7 Spaight Drive,2147,NSW,Australia,9,24
Gaston,Dallaghan,Male,44,29/09/1993,Financial Analyst,Financial Services,Mass Customer,N,Yes,8,656 Fuller Street,2783,NSW,Australia,7,24
Harwell,Kleinstein,Male,87,18/10/1993,Sales Representative,Retail,Affluent Customer,N,No,15,7 Huxley Trail,3818,VIC,Australia,5,24
Son,Varney,Male,75,02/11/1993,Analog Circuit Design manager,Property,Mass Customer,N,Yes,10,189 Bayside Court,2480,NSW,Australia,7,24
Byrom,Ramas,Male,23,02/11/1993,Help Desk Technician,Manufacturing,High Net Worth,N,No,12,2 Jackson Place,2528,NSW,Australia,7,24
Leonid,Dorricott,Male,44,18/11/1993,Environmental Tech,n/a,Affluent Customer,N,No,3,02 Hoffman Road,2448,NSW,Australia,3,24
Claudell,Rounsefell,Male,67,27/11/1993,VP Sales,Financial Services,Affluent Customer,N,No,8,61416 Karstens Place,4217,QLD,Australia,5,24
Griswold,Kelsall,Male,55,19/12/1993,Social Worker,Health,High Net Worth,N,Yes,11,74127 Blaine Point,3805,VIC,Australia,7,24
Chico,Dye,Male,46,04/02/1994,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,168 Schlimgen Center,2526,NSW,Australia,9,23
Nolly,Ivanchikov,Male,13,10/02/1994,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,11,6792 Kropf Hill,2049,NSW,Australia,11,23
Gina,Mallon,Female,56,11/02/1994,Dental Hygienist,Health,Mass Customer,N,No,12,13025 Johnson Plaza,4670,QLD,Australia,2,23
Ariel,McCloid,Male,4,13/03/1994,Human Resources Manager,n/a,High Net Worth,N,Yes,6,99 Quincy Parkway,3630,VIC,Australia,1,23
Lesley,Garey,Male,52,29/03/1994,Software Consultant,Telecommunications,Mass Customer,N,No,11,924 Lindbergh Court,2226,NSW,Australia,9,23
Lizette,McKeaveney,Female,30,11/04/1994,Assistant Manager,Health,High Net Worth,N,Yes,13,6412 Butternut Road,2050,NSW,Australia,10,23
Winn,Wells,Male,66,12/04/1994,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,544 Pawling Road,2230,NSW,Australia,10,23
Jesse,Crosio,Male,75,15/04/1994,Data Coordiator,n/a,Mass Customer,N,Yes,13,9313 Mayer Street,3133,VIC,Australia,8,23
Hunfredo,Hayball,Male,7,15/04/1994,,IT,Affluent Customer,N,No,3,60461 Esch Avenue,2227,NSW,Australia,8,23
Kiley,Grunder,Male,95,17/04/1994,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1,17393 Colorado Hill,4006,QLD,Australia,8,23
Barth,Sapshed,Male,4,16/06/1994,Executive Secretary,Financial Services,Mass Customer,N,Yes,13,65 Milwaukee Lane,4520,QLD,Australia,10,23
Inglis,Pickaver,Male,33,25/06/1994,Product Engineer,Telecommunications,Affluent Customer,N,No,1,14067 Armistice Plaza,2770,NSW,Australia,8,23
Briano,Janowski,Male,66,17/07/1994,Analyst Programmer,n/a,Mass Customer,N,No,7,3259 Eagan Parkway,2066,NSW,Australia,8,23
Bessie,Roscow,Female,78,04/08/1994,GIS Technical Architect,Financial Services,Mass Customer,N,No,9,4185 Florence Trail,2121,NSW,Australia,10,23
Wilburt,Padden,Male,22,30/09/1994,Engineer I,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,NSW,Australia,5,23
Berenice,Kaesmakers,Female,64,15/10/1994,Sales Representative,Retail,Mass Customer,N,No,11,563 Waywood Park,2145,NSW,Australia,9,23
Arty,Fontelles,Male,50,21/10/1994,Help Desk Technician,IT,High Net Worth,N,No,4,7872 South Junction,3197,VIC,Australia,4,23
Karlik,Penchen,Male,60,31/10/1994,Nurse Practicioner,Retail,Mass Customer,N,No,11,5 Nevada Point,4017,QLD,Australia,6,23
Gilbert,O'Fallone,Male,29,07/11/1994,Assistant Media Planner,Entertainment,High Net Worth,N,No,1,6 Havey Pass,2126,NSW,Australia,11,23
Dwain,Hatch,Male,62,16/11/1994,Marketing Assistant,Health,Affluent Customer,N,No,15,5 Hovde Lane,3028,VIC,Australia,8,23
Lyndell,Jereatt,Female,14,28/11/1994,Payment Adjustment Coordinator,n/a,High Net Worth,N,No,13,58770 Monterey Plaza,2122,NSW,Australia,12,23
Jobina,Gobourn,Female,85,04/12/1994,VP Quality Control,n/a,High Net Worth,N,Yes,14,18 Grim Road,4305,QLD,Australia,4,23
Keenan,Moriarty,Male,67,23/12/1994,Actuary,Financial Services,Mass Customer,N,Yes,2,077 Hansons Point,4075,QLD,Australia,8,23
Rockwell,Matson,Male,94,01/01/1995,Programmer Analyst I,Retail,High Net Worth,N,No,3,3682 Crowley Point,4573,QLD,Australia,6,22
Paten,Cayet,Male,56,19/02/1995,Assistant Manager,Manufacturing,Affluent Customer,N,Yes,16,1398 Burning Wood Way,3850,VIC,Australia,1,22
Lavena,Seekings,Female,87,25/03/1995,Payment Adjustment Coordinator,Retail,Mass Customer,N,No,16,293 Mayfield Street,3166,VIC,Australia,10,22
Sumner,Carrivick,Male,53,09/04/1995,Desktop Support Technician,Manufacturing,Mass Customer,N,No,15,5 4th Center,2097,NSW,Australia,12,22
Palmer,Heaven,Male,82,18/05/1995,Staff Scientist,Financial Services,Affluent Customer,N,Yes,9,5 Hoard Parkway,3754,VIC,Australia,6,22
Judie,Pirkis,Female,2,18/07/1995,Recruiter,n/a,Affluent Customer,N,Yes,4,6 Loftsgordon Pass,2111,NSW,Australia,11,22
Wolf,Craft,Male,93,19/07/1995,Database Administrator III,Retail,Affluent Customer,N,Yes,5,7513 Swallow Drive,2148,NSW,Australia,9,22
Amil,Ennor,Female,23,04/08/1995,Health Coach II,Health,Mass Customer,N,Yes,10,2093 Amoth Pass,3109,VIC,Australia,11,22
Benedikta,Naptin,Female,59,13/08/1995,Operator,Retail,Mass Customer,N,Yes,15,345 Fieldstone Park,2121,NSW,Australia,11,22
Meriel,Tapp,Female,0,13/08/1995,VP Sales,IT,Mass Customer,N,No,5,65 Milwaukee Hill,3280,VIC,Australia,2,22
Jacqui,Devey,Female,79,01/10/1995,Analyst Programmer,Financial Services,High Net Worth,N,Yes,13,656 Kennedy Crossing,2261,NSW,Australia,8,22
Blondie,,Female,43,03/10/1995,Actuary,Financial Services,High Net Worth,N,No,11,780 Norway Maple Hill,2565,NSW,Australia,8,22
Herbert,Henryson,Male,21,10/10/1995,Marketing Manager,n/a,Mass Customer,N,No,4,05123 Bobwhite Plaza,2528,NSW,Australia,9,22
Rosabelle,Godsmark,Female,60,19/10/1995,Executive Secretary,n/a,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8,22
Thorvald,Duckerin,Male,58,20/10/1995,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,4 Pine View Junction,3021,VIC,Australia,8,22
Tanner,Terlinden,Male,84,09/12/1995,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,14,2637 Monument Trail,3106,VIC,Australia,11,22
Flin,Yoskowitz,Male,9,17/12/1995,Registered Nurse,Health,Mass Customer,N,Yes,11,9940 Manley Drive,2574,NSW,Australia,7,22
Chaim,Kingdon,Male,63,21/01/1996,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,15,42590 Bellgrove Court,2097,NSW,Australia,9,21
Almira,Mangion,Female,4,24/01/1996,VP Product Management,Financial Services,Affluent Customer,N,Yes,2,179 Anzinger Center,2230,NSW,Australia,12,21
Claudette,Renackowna,Female,55,11/02/1996,Administrative Officer,Manufacturing,Mass Customer,N,No,2,0800 Dahle Alley,2148,NSW,Australia,8,21
Nilson,Wiggam,Male,48,15/02/1996,Paralegal,Financial Services,Mass Customer,N,No,9,8845 Spaight Way,3049,VIC,Australia,6,21
Barnebas,Apfel,Male,57,19/02/1996,Account Executive,Manufacturing,Affluent Customer,N,Yes,2,05475 Elgar Place,4000,QLD,Australia,6,21
Corinna,Beretta,Female,24,29/02/1996,Programmer III,Health,High Net Worth,N,No,12,72 Mccormick Circle,3023,VIC,Australia,7,21
Cal,Van den Velde,Male,22,18/03/1996,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,77916 Moland Park,3174,VIC,Australia,6,21
Ashleigh,,Female,46,05/04/1996,Budget/Accounting Analyst III,n/a,Mass Customer,N,Yes,6,922 Utah Avenue,3204,VIC,Australia,12,21
Raynard,,Male,32,13/04/1996,Statistician III,Health,Affluent Customer,N,No,14,20187 Loomis Court,4132,QLD,Australia,6,21
Rochette,Haddacks,Female,44,10/05/1996,Tax Accountant,Retail,Affluent Customer,N,Yes,13,822 Di Loreto Junction,3020,VIC,Australia,8,21
Wendye,Kleinplatz,Female,48,28/05/1996,Executive Secretary,Manufacturing,Affluent Customer,N,No,14,01 Reindahl Circle,4132,QLD,Australia,3,21
Maurizio,Comi,Male,74,30/05/1996,VP Product Management,IT,Affluent Customer,N,No,10,25805 Eagan Place,2766,NSW,Australia,9,21
Myrtie,Ostrich,Female,70,18/06/1996,VP Quality Control,Property,Affluent Customer,N,Yes,9,320 Acker Drive,2251,NSW,Australia,7,21
Cletis,Longley,Male,84,01/07/1996,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,1,667 Waxwing Plaza,3199,VIC,Australia,7,21
Rosmunda,Duxbarry,Female,69,20/07/1996,Executive Secretary,Property,Affluent Customer,N,Yes,5,989 Graedel Terrace,4208,QLD,Australia,11,21
Sherilyn,Canero,Female,11,03/08/1996,Dental Hygienist,Health,High Net Worth,N,Yes,13,8288 Lyons Way,2484,NSW,Australia,7,21
Lizbeth,Garvan,Female,36,06/09/1996,Structural Analysis Engineer,Health,Mass Customer,N,No,4,5 Schurz Street,2141,NSW,Australia,9,21
Anet,Roseman,Female,84,24/11/1996,Programmer Analyst III,Financial Services,Mass Customer,N,No,9,31 Melody Circle,3814,VIC,Australia,4,21
Judi,Cazereau,Female,22,03/03/1997,GIS Technical Architect,n/a,Affluent Customer,N,Yes,13,22 Farmco Avenue,3851,VIC,Australia,3,20
Meridith,Urwin,Female,62,07/03/1997,Registered Nurse,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,NSW,Australia,7,20
Tabbie,Curner,Male,12,13/03/1997,Chief Design Engineer,Retail,Mass Customer,N,No,6,89 Parkside Street,3021,VIC,Australia,6,20
Rodney,Trethewey,Male,16,17/03/1997,Software Consultant,Financial Services,Affluent Customer,N,No,15,737 Service Lane,3030,VIC,Australia,8,20
Killie,Densie,Male,87,28/03/1997,Environmental Tech,IT,Mass Customer,N,Yes,11,62 Dryden Junction,2042,NSW,Australia,10,20
Leticia,Hovenden,Female,98,03/04/1997,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,54782 Lake View Parkway,3178,VIC,Australia,9,20
Kearney,Cuddehy,Male,88,18/05/1997,Marketing Assistant,Retail,Mass Customer,N,No,12,98 Shoshone Road,4207,QLD,Australia,6,20
Alexander,Broadbent,Male,57,28/05/1997,Desktop Support Technician,n/a,Mass Customer,N,No,9,265 Stephen Trail,2209,NSW,Australia,10,20
Anson,Dearnaly,Male,68,29/06/1997,Data Coordiator,Health,Affluent Customer,N,Yes,11,6060 Veith Crossing,2103,NSW,Australia,11,20
Agace,Hedge,Female,25,23/07/1997,Media Manager II,n/a,Mass Customer,N,Yes,13,92 Petterle Place,3429,VIC,Australia,8,20
Frederich,Glantz,Male,37,27/08/1997,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,10,9 Glacier Hill Circle,2762,NSW,Australia,8,20
Rosalinde,Cubuzzi,Female,50,04/09/1997,Business Systems Development Analyst,n/a,Mass Customer,N,No,5,6 Lotheville Trail,2444,NSW,Australia,7,20
Lea,Ilyinski,Female,75,25/09/1997,Structural Analysis Engineer,Financial Services,High Net Worth,N,No,12,895 Glendale Park,2026,NSW,Australia,12,20
Nil,Shirer,Male,64,27/09/1997,Librarian,Entertainment,Mass Customer,N,Yes,7,4793 Mcbride Pass,3013,VIC,Australia,8,20
Lanny,Currall,Male,37,23/10/1997,Developer IV,n/a,High Net Worth,N,Yes,9,3 Redwing Center,2209,NSW,Australia,10,20
Lolly,Prewer,Female,44,23/10/1997,Geologist I,Health,Mass Customer,N,No,15,694 Coolidge Center,2620,NSW,Australia,7,20
Anthony,Lindstrom,Male,86,01/11/1997,Geologist IV,Financial Services,Affluent Customer,N,Yes,10,427 Oak Avenue,2205,NSW,Australia,10,20
Frederik,Milan,Male,45,13/11/1997,,Health,Mass Customer,N,No,5,56 Riverside Street,2546,NSW,Australia,5,20
Claude,Bowstead,Female,37,29/11/1997,Accounting Assistant III,Manufacturing,Mass Customer,N,No,7,5263 Stone Corner Crossing,2217,NSW,Australia,12,20
Allsun,Biner,Female,67,26/12/1997,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,10,9 Walton Way,2641,NSW,Australia,2,20
Salomon,Perkins,Male,76,12/01/1998,Engineer IV,Financial Services,Affluent Customer,N,Yes,1,45 Banding Hill,2009,NSW,Australia,10,19
Ewell,Paulusch,Male,31,15/01/1998,Engineer I,Manufacturing,Mass Customer,N,Yes,8,8194 Lien Street,4032,QLD,Australia,7,19
Felice,Dechelette,Male,75,05/02/1998,Librarian,Entertainment,High Net Worth,N,No,3,4 Kingsford Trail,4051,QLD,Australia,4,19
Otis,Ottey,Male,26,05/02/1998,Quality Engineer,n/a,Mass Customer,N,No,3,1562 Merchant Street,4744,QLD,Australia,4,19
Terrence,Dalligan,Male,60,19/02/1998,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,2,240 Main Hill,3200,VIC,Australia,6,19
Kirsteni,Gritskov,Female,66,12/05/1998,,n/a,Mass Customer,N,No,4,743 Stuart Terrace,2560,NSW,Australia,7,19
Ellwood,Budden,Male,82,03/06/1998,,Health,Mass Customer,N,Yes,11,79907 Randy Center,2192,NSW,Australia,10,19
